Time,Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP
8/31/1979 4:20 PM,"HKLM\System\CurrentControlSet\Services","UnistoreSvc_4ddc4",enabled,"Services",System-wide,"User Data Storage_4ddc4: Handles storage of structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\svchost.exe",10.0.19041.3636,"C:\Windows\System32\svchost.exe -k UnistackSvcGroup",145DCF6706EEEA5B066885EE17964C09,445F5F38365AF88EC29B357F4696F0E3EE50A1D8,62C3EE3A4FD8DE225271111639EE602CD14B25BD,40EA10CDF850D3684F6FB062EBC10D63E702AE93107C7F25B40063293C32FC17,F13DE58416730D210DAB465B242E9C949FB0A0245EEF45B07C381F0C6C8A43C3,247B9220E5D9B720A82B2C8B5069AD69
5/28/1997 5:02 AM,"HKLM\System\CurrentControlSet\Services","upnphost",enabled,"Services",System-wide,"UPnP Device Host: Allows UPnP devices to be hosted on this computer. If this service is stopped, any hosted UPnP devices will stop functioning and no additional hosted devices can be added. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\upnphost.dll",10.0.19041.3636,"%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p",1CBB811D61E26A663BDB41B3DD609CEC,EC0E8E285B057D1BF1EC570045C454653DEB4DDE,04BC5D264BFCF5A6F6B0DE93A9FB68C3487FD965,B7AD947D7A3D63E045AD07B19A8D6CEFA6E00598967EC8F7913A930A63D139B2,2F18D2ADFF05DE451C26BD1A22CDD7DC8658D720F24BF6877786564E142631C6,D7516A929B8896AACA6FB82CD0F2FC44
7/17/1993 9:58 AM,"HKLM\System\CurrentControlSet\Services","UserDataSvc",enabled,"Services",System-wide,"User Data Access: Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\userdataservice.dll",10.0.19041.3636,"%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup",299E30CBA0F4C477C4CB2F56AEDA040C,8D09D194C30CA909CA7C6D8BFD8B8DCB5D39C721,B1BE0F3EB5576B138C8020FD2DBE71147B8B6D0A,2FF9399A03AEE7FEDCB0C45E2FD298326B4B467472C67B079C4FDBE0E77B1D1E,E555A5F53CB67B093BB059CE13576B0D25F7C3117D957FD5E901F7766D354A49,AC52298ABAC7C2DA091DA9E1D1AD5075
8/31/1979 4:20 PM,"HKLM\System\CurrentControlSet\Services","UserDataSvc_4ddc4",enabled,"Services",System-wide,"User Data Access_4ddc4: Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\svchost.exe",10.0.19041.3636,"C:\Windows\system32\svchost.exe -k UnistackSvcGroup",145DCF6706EEEA5B066885EE17964C09,445F5F38365AF88EC29B357F4696F0E3EE50A1D8,62C3EE3A4FD8DE225271111639EE602CD14B25BD,40EA10CDF850D3684F6FB062EBC10D63E702AE93107C7F25B40063293C32FC17,F13DE58416730D210DAB465B242E9C949FB0A0245EEF45B07C381F0C6C8A43C3,247B9220E5D9B720A82B2C8B5069AD69
10/18/1974 5:09 PM,"HKLM\System\CurrentControlSet\Services","UserManager",enabled,"Services",System-wide,"User Manager: User Manager provides the runtime components required for multi-user interaction.  If this service is stopped, some applications may not operate correctly.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\usermgr.dll",10.0.19041.3693,"%SystemRoot%\system32\svchost.exe -k netsvcs -p",74A3B8E48B1BF9C7629FACD61C7B30ED,48603D84640CCBF174F3A7F4062C2A7AC4FB937B,9B0583C13A36233D0548E09055A2CFF5EC1C6F96,33CB352C845844E6C865720679755EA606869FC0D35FDA6F5F1F10D5E3AC04C3,44CAD0F48B38A535216E815B338925E866F13A914FAD820DAE4454E4378217E4,1806A3FEDA3DA718503899FF89576466
1/26/1930 1:33 PM,"HKLM\System\CurrentControlSet\Services","UsoSvc",enabled,"Services",System-wide,"Update Orchestrator Service: Manages Windows Updates. If stopped, your devices will not be able to download and install the latest updates.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\usosvc.dll",10.0.19041.3803,"%systemroot%\system32\svchost.exe -k netsvcs -p",9699450D762DBA5C9A9B34E6913CEB40,0888907AF7B92B68F705C80E4C78515AE10184D2,DC7DD5068E87A317D553DC5BB8900C695F3B4C2D,1AAE71E25E5F1EF167248CC4B6F8EF90C2764E8D94D010DA37AC2A2584F34F66,062A985E6534118304FDF6B6B91947E863697CDF6ED50ACCE90296AF0CB84BAC,9F7EA5FC8317D6A30450E51CB7036D85
11/7/1945 8:29 PM,"HKLM\System\CurrentControlSet\Services","VacSvc",enabled,"Services",System-wide,"Volumetric Audio Compositor Service: Hosts spatial analysis for Mixed Reality audio simulation.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\vac.dll",10.0.19041.3636,"%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p",EF14F13CA38C7D17B622D659AA618673,CB64B2096A1D6BE034ABDAD6BD40C8516C72081F,8A806393BEDA4F3E5A010C477441D9CE4FE33C47,0182A1E830528F7574C2F03A530F5EB66BEAA07285E8D0247835437C16942E78,A4DB883663E64B6FC014FEF6CC130A258CD941DB7F4C081110034202EEBCB07E,7D6B85ED7EAEA4B7A305F8B92E438AA6
9/11/2009 6:49 PM,"HKLM\System\CurrentControlSet\Services","VaultSvc",enabled,"Services",System-wide,"Credential Manager: Provides secure storage and retrieval of credentials to users, applications and security service packages.","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\lsass.exe",10.0.19041.3636,"%SystemRoot%\system32\lsass.exe",69D7D117E3627EC11BC6961BDC86BFCC,9045CDAE98F522DA34BE67F29125E6654963F35E,DE6BEA60E54B5E99F7BC854762A821FA754BEF2C,63B15B8B02A23B17659000FFFF11D2C3F6EE7AC3189D23771295C89C644EB363,652607DB7763F423419FD98807A2436F22007E0A54965F24C671BBD1A20197D6,3924D1606F44D90586A3EC75785C2730
3/20/1938 10:35 PM,"HKLM\System\CurrentControlSet\Services","vds",enabled,"Services",System-wide,"Virtual Disk: Provides management services for disks, volumes, file systems, and storage arrays.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\vds.exe",10.0.19041.3636,"%SystemRoot%\System32\vds.exe",EF731E3562CC0C4D3E70D0AF34687F27,26ECA00FBD224857E2ED7621D2FD93EE53541E70,A47DEA740834BAA612F82D1307E37CF929C27898,C0F9A8A16BD3EE8F5634E180C298DCD45791A03B6A9568F84A09235B78BCF0B6,D6671F9B3787BC179FE96288D67BF028EC0DA2B0E4A9EAD9787F103751AE004F,AF0B832B06A6C6368E2645292492D355
8/9/2020 11:15 PM,"HKLM\System\CurrentControlSet\Services","VGAuthService",enabled,"Services",System-wide,"VMware Alias Manager and Ticket Service: Alias Manager and Ticket Service","(Verified) VMware, Inc.","VMware, Inc.","c:\program files\vmware\vmware tools\vmware vgauth\vgauthservice.exe",11.1.5.55006,"""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""",8F30169E53449FF8636C6F464529D553,40FEE3E748EA11AA5BCFCF094A1C2F8AE88C2C69,29FEF84C0BCCBE70141D935C1E3467F92CEB26CF,EA1240A54E9FAD4CA5827950FDA013089791A532C4D9E495990314B0DBE7AD86,C139F95349D6A117CDBCE10AAEAEE551F60095C44A41BEA934D100BB04D396B5,72B3B42C808661CBAFE47A3FA8101F09
6/11/2020 11:17 PM,"HKLM\System\CurrentControlSet\Services","vm3dservice",enabled,"Services",System-wide,"VMware SVGA Helper Service: Helps VMware SVGA driver by collecting and conveying user mode information","(Verified) VMware, Inc.","VMware, Inc.","c:\windows\system32\vm3dservice.exe",8.17.1.1,"%SystemRoot%\system32\vm3dservice.exe",75F37918B7B75D7E3962BB3301100793,FB1700A6A9BEEAB4590212063614FE76A40D165C,7F24DA9916C80C48343A6E10FDDE6DFA9EF790D7,B061CAF7DED11D3D31075F9509DAF5C9189AC2A9CEBF36073A5AD83F6B2CFE3C,3B992337EF443A95CC57D84464EB0A24D3AD218F44A76303011752C3C38E4627,01DA88BC2C9B3C690CB94E501EB1381C
2/20/1961 1:18 AM,"HKLM\System\CurrentControlSet\Services","vmicguestinterface",enabled,"Services",System-wide,"Hyper-V Guest Service Interface: Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvc.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p",04732A53C1D7E29F4328A973DECC6233,116522B3638CD190D135B7F2D65CA215BEFDDC95,62D040A1BD8D064CC4A70FB80B097B49A1B9D45C,C4BDF790CA0F49D603CE3416333E57CC55E5211AE060BBE864446F49A1C81EDE,EBB3327908EEC328120E28C71411860C3BF6C1B5618B9A60D898166539AE4379,8631163454386C9A60A7D09C2401CAC6
2/20/1961 1:18 AM,"HKLM\System\CurrentControlSet\Services","vmicheartbeat",enabled,"Services",System-wide,"Hyper-V Heartbeat Service: Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvc.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k ICService -p",04732A53C1D7E29F4328A973DECC6233,116522B3638CD190D135B7F2D65CA215BEFDDC95,62D040A1BD8D064CC4A70FB80B097B49A1B9D45C,C4BDF790CA0F49D603CE3416333E57CC55E5211AE060BBE864446F49A1C81EDE,EBB3327908EEC328120E28C71411860C3BF6C1B5618B9A60D898166539AE4379,8631163454386C9A60A7D09C2401CAC6
2/20/1961 1:18 AM,"HKLM\System\CurrentControlSet\Services","vmickvpexchange",enabled,"Services",System-wide,"Hyper-V Data Exchange Service: Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvc.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p",04732A53C1D7E29F4328A973DECC6233,116522B3638CD190D135B7F2D65CA215BEFDDC95,62D040A1BD8D064CC4A70FB80B097B49A1B9D45C,C4BDF790CA0F49D603CE3416333E57CC55E5211AE060BBE864446F49A1C81EDE,EBB3327908EEC328120E28C71411860C3BF6C1B5618B9A60D898166539AE4379,8631163454386C9A60A7D09C2401CAC6
8/18/1951 12:58 AM,"HKLM\System\CurrentControlSet\Services","vmicrdv",enabled,"Services",System-wide,"Hyper-V Remote Desktop Virtualization Service: Provides a platform for communication between the virtual machine and the operating system running on the physical computer.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvcext.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k ICService -p",6D1CCBEE9A4F51667E765E0E6A5CEBAB,FEBD9F4067B8EEC3CD6E5176D15751CAEF91952E,E30E29A08DF4502A47918C7306474822137DF4FD,0FF69EE7246EDD297B277D228B661BDA5C742D59B6024C5B78126F63AB51C201,5FEC8547FFE3AE0CC7304DE5E4D674711756CDDE13B523E5E06E12E2EC71DC23,B594DCC40E97264AC304928BF52C0883
2/20/1961 1:18 AM,"HKLM\System\CurrentControlSet\Services","vmicshutdown",enabled,"Services",System-wide,"Hyper-V Guest Shutdown Service: Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvc.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p",04732A53C1D7E29F4328A973DECC6233,116522B3638CD190D135B7F2D65CA215BEFDDC95,62D040A1BD8D064CC4A70FB80B097B49A1B9D45C,C4BDF790CA0F49D603CE3416333E57CC55E5211AE060BBE864446F49A1C81EDE,EBB3327908EEC328120E28C71411860C3BF6C1B5618B9A60D898166539AE4379,8631163454386C9A60A7D09C2401CAC6
2/20/1961 1:18 AM,"HKLM\System\CurrentControlSet\Services","vmictimesync",enabled,"Services",System-wide,"Hyper-V Time Synchronization Service: Synchronizes the system time of this virtual machine with the system time of the physical computer.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvc.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p",04732A53C1D7E29F4328A973DECC6233,116522B3638CD190D135B7F2D65CA215BEFDDC95,62D040A1BD8D064CC4A70FB80B097B49A1B9D45C,C4BDF790CA0F49D603CE3416333E57CC55E5211AE060BBE864446F49A1C81EDE,EBB3327908EEC328120E28C71411860C3BF6C1B5618B9A60D898166539AE4379,8631163454386C9A60A7D09C2401CAC6
2/20/1961 1:18 AM,"HKLM\System\CurrentControlSet\Services","vmicvmsession",enabled,"Services",System-wide,"Hyper-V PowerShell Direct Service: Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvc.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p",04732A53C1D7E29F4328A973DECC6233,116522B3638CD190D135B7F2D65CA215BEFDDC95,62D040A1BD8D064CC4A70FB80B097B49A1B9D45C,C4BDF790CA0F49D603CE3416333E57CC55E5211AE060BBE864446F49A1C81EDE,EBB3327908EEC328120E28C71411860C3BF6C1B5618B9A60D898166539AE4379,8631163454386C9A60A7D09C2401CAC6
8/18/1951 12:58 AM,"HKLM\System\CurrentControlSet\Services","vmicvss",enabled,"Services",System-wide,"Hyper-V Volume Shadow Copy Requestor: Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\icsvcext.dll",10.0.19041.3636,"%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p",6D1CCBEE9A4F51667E765E0E6A5CEBAB,FEBD9F4067B8EEC3CD6E5176D15751CAEF91952E,E30E29A08DF4502A47918C7306474822137DF4FD,0FF69EE7246EDD297B277D228B661BDA5C742D59B6024C5B78126F63AB51C201,5FEC8547FFE3AE0CC7304DE5E4D674711756CDDE13B523E5E06E12E2EC71DC23,B594DCC40E97264AC304928BF52C0883
8/10/2020 7:16 AM,"HKLM\System\CurrentControlSet\Services","VMTools",enabled,"Services",System-wide,"VMware Tools: Provides support for synchronizing objects between the host and guest operating systems.","(Verified) VMware, Inc.","VMware, Inc.","c:\program files\vmware\vmware tools\vmtoolsd.exe",11.1.5.22735,"""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""",5408D1900E1D2EE972078C34DFF07755,6EDC008A2252C3D99A70BF3BEDBEB7140CA61BA0,A84D7A7D50E3FB1AB381446883D11FDC65C9E88A,817F273088E5E09E76049615110380D79733F8D1DDC46288701F69D964C6ADD1,7E01C0FB1CFD199CF2DDFE88910D1FAEE39547505CFDEA333079E1B3589E5768,A150310C0B222C3FC78B80203C08DB3B
10/25/2020 8:48 AM,"HKLM\System\CurrentControlSet\Services","vmvss",enabled,"Services",System-wide,"VMware Snapshot Provider: VMware Snapshot Provider","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\dllhost.exe",10.0.19041.3636,"C:\Windows\system32\dllhost.exe /Processid:{EA797816-805B-468F-B842-5FCCB6584C0E}",DFE1E4B1B8714CBE1005EE9413C2BAE9,660E47D00AF463CDB615026565F06D9EDB896FEE,86BACDE103C736D217B29D5EC5651365CC887BAE,49DCA5E74B9348530E9E0BABA79DED939F0E2C31AA86E651646F3482464CE02D,0309834D40475CCD5A88C48F7FF5EC62E5C6798900357DD83665C3D0345124E0,CF79FCE90FCED31836373F3E48251A5D
7/6/1990 2:14 AM,"HKLM\System\CurrentControlSet\Services","VSS",enabled,"Services",System-wide,"Volume Shadow Copy: Manages and implements Volume Shadow Copies used for backup and other purposes. If this service is stopped, shadow copies will be unavailable for backup and the backup may fail. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\vssvc.exe",10.0.19041.3636,"%systemroot%\system32\vssvc.exe",55B01D72C6FF8545303C627CA243C1E5,B2E6516701E655977255394441E14C1E1DCD2ECB,6F7BEACE36D6547079392E3CD68F0764C4048DD7,6C509BF494F1D9D1B0F75C828DB473C8B35328E0851E8E6F7A1643C58F1327C6,031660BA4042353014A863007EB9803EBAEABD1EA56515226061E9F919C51E70,0BF1B64AF19D0AFACCB000F015F48095
8/1/1912 8:07 AM,"HKLM\System\CurrentControlSet\Services","W32Time",enabled,"Services",System-wide,"Windows Time: Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\w32time.dll",10.0.19041.3636,"%SystemRoot%\system32\svchost.exe -k LocalService",A4FCD4A6240F815FEAAFD5A3EE0D7B05,582FC002C68F7E151BB5F2D12FD59E0B8633BD33,EF5C6684EA239B870D86838D68D18C7460F9E8CE,AE7A468955E6FE488C4A8B032BD468156E8879CBDCB608F00660A85DEE84580E,A77A865A137343DB6059C61E53FD1153F12D9F97B7A18D0380AC320E125AF4B2,B589087B583232AE3BEE8C420299BD11
10/17/2005 12:58 PM,"HKLM\System\CurrentControlSet\Services","WaaSMedicSvc",enabled,"Services",System-wide,"Windows Update Medic Service: Enables remediation and protection of Windows Update components.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\waasmedicsvc.dll",10.0.19041.3758,"%systemroot%\system32\svchost.exe -k wusvcs -p",B040F05A638748EA2C223038118BE18D,769440FCF38FFF3F521EC05D9C2D657E8520478A,0D30F74887599F88277972710A8104C4C1318036,0814B277579A1ECC55E0C9E26583976B405707E1DC2AD79E781798298213B6C0,85B53A18FD177255CCFB27BE5E06A2255F4E56E74D0C38F0864492E0ECA45938,E6D7401900DB887E407458200CE3AF82
9/18/1979 9:39 PM,"HKLM\System\CurrentControlSet\Services","WalletService",enabled,"Services",System-wide,"WalletService: Hosts objects used by clients of the wallet","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\walletservice.dll",10.0.19041.3636,"%SystemRoot%\System32\svchost.exe -k appmodel -p",E48A41C1CF1B13E686B4AB035E8DEF06,504051189FEB75F804A70CA25A8657F706E97A77,1687EE15F159B77DA37449FC5114B43653E75325,29A23A8496CF05A213ADA9096D44058882B5F30785BF555A2458D2A529D8FEF4,7D5BBA1F80C457CB3A58AFA8923FF785026BF4E1453DB2C0F417102F815260CC,4A138FC55D9ED3709E123E451FD108B0
9/8/1906 2:01 AM,"HKLM\System\CurrentControlSet\Services","WarpJITSvc",enabled,"Services",System-wide,"WarpJITSvc: Provides a JIT out of process service for WARP when running with ACG enabled.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\windows.warp.jitservice.dll",10.0.19041.1,"%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted",8449398F11D49864117105679B539816,4CB15715984E95803D2D2916DBDE1B9F77094287,5B0EF4AAB73A89B5559A666A4CE1584F772F2398,C429496645D9D9D5310CA584CE74FC220059D962EC05FAAED5A8CF37E102B9DF,8FD3B9C72066D6A983D062DE72EEF9769339EACBF4E0D303B9E12343C9D5DE6C,CE30480B790C3EBB0C932F231657CC9A
9/11/1988 5:49 PM,"HKLM\System\CurrentControlSet\Services","wbengine",enabled,"Services",System-wide,"Block Level Backup Engine Service: The WBENGINE service is used by Windows Backup to perform backup and recovery operations. If this service is stopped by a user, it may cause the currently running backup or recovery operation to fail. Disabling this service may disable backup and recovery operations using Windows Backup on this computer.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wbengine.exe",10.0.19041.3636,"""%systemroot%\system32\wbengine.exe""",2CBE24C6123E2E793830CBF1BEC22B37,4EA7C6E0DDBE25D35F6685899C2D0D8FA218314E,3AFC362870B9C5D24EA97269E56296D4E0FC9A09,4031A6BDC916D5DE7541034C5634EC2766AD51E1BC42545570FA0AFB70037ED5,7A93B3AF6232A8EC599B232DF2D079DFF6331C39DFC4182066079354DE81FC47,DCB1AF9EF2E2CA490391D7B29D744188
5/19/1959 2:56 PM,"HKLM\System\CurrentControlSet\Services","WbioSrvc",enabled,"Services",System-wide,"Windows Biometric Service: The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wbiosrvc.dll",10.0.19041.3636,"%SystemRoot%\system32\svchost.exe -k WbioSvcGroup",D20571884DAE3090283066D8DEA641A8,5CD1B637C0382227C89F227EED56CF597917AE6E,56121B01883DDCEAD3C056618989CA218E9CFE7F,B09225319A2778D80EEE5F9FD2C979CE5DEDE069D3FB7BF7BD466622CB7C7CFD,11CD61634B9A3F99FCE4E2201549F7DCB95AAFBC114FE917DF6E4042E35B37D2,B730CED271AA20624651A7C772A0C03E
10/21/1904 7:05 AM,"HKLM\System\CurrentControlSet\Services","Wcmsvc",enabled,"Services",System-wide,"Windows Connection Manager: Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wcmsvc.dll",10.0.19041.3636,"%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p",8C32F006E3E49B2C4ECCE12AFCD4FFC6,8DB3D9BDD3AEDC8664DBDFD920FBCBAE5CD63DF8,D5B52CAA0B4906867C909234E3BBFF590BAF5D98,8BF753230F7848B7775D4CAB1143FBFFF39619C9757F15C553E569511059E643,FB6011F74C68FFA75D24B6969F9C96C71EEA6ADC34F0BA20142DF985DE1FDAE5,DAEF3F6AAFA669393FBCD404771DEFAC
5/16/1952 9:48 AM,"HKLM\System\CurrentControlSet\Services","wcncsvc",enabled,"Services",System-wide,"Windows Connect Now - Config Registrar: WCNCSVC hosts the Windows Connect Now Configuration which is Microsoft's Implementation of Wireless Protected Setup (WPS) protocol. This is used to configure Wireless LAN settings for an Access Point (AP) or a Wireless Device. The service is started programmatically as needed.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wcncsvc.dll",10.0.19041.3636,"%SystemRoot%\System32\svchost.exe -k LocalServiceAndNoImpersonation -p",829548595113F651B79DD5DDF68119A3,B02C9C02B0BD25E6DB298F8C083D35F09CB8EC56,DBFFFBDC5CD686BA904B21CEB2DC0ADC2009E600,5BF585D35D4C122483491A98CF94582EB74E5AFC7325C1F0D1CDFEF0C7AF3567,B77F3D30A80D14F743FB5C97C7CF3577C3A3EAB2B4A9498CE48D25E893F1923F,260E25A8C97ED045249EAC7FCD201702
1/16/1962 3:33 PM,"HKLM\System\CurrentControlSet\Services","WdiServiceHost",enabled,"Services",System-wide,"Diagnostic Service Host: The Diagnostic Service Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local Service context.  If this service is stopped, any diagnostics that depend on it will no longer function.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wdi.dll",10.0.19041.1,"%SystemRoot%\System32\svchost.exe -k LocalService -p",BB37AF6E45E0F69222E057A74B4AFE1E,E6250B2107824B4398AE408925C10B7AF9799C99,4DEB79B3612672D742633F9F2E23B9D175979292,3412B9881364257911092BC98EC648F8CFAC584D0DFE5D65DE905BE14D36D99C,4662064205BEC0DB7B10F1412E0A09A6E5E3B16DE443AEF7F79ACA3ACE24A51D,F5F0239F47BAC201511EE4D14D60CB60
1/16/1962 3:33 PM,"HKLM\System\CurrentControlSet\Services","WdiSystemHost",enabled,"Services",System-wide,"Diagnostic System Host: The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wdi.dll",10.0.19041.1,"%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p",BB37AF6E45E0F69222E057A74B4AFE1E,E6250B2107824B4398AE408925C10B7AF9799C99,4DEB79B3612672D742633F9F2E23B9D175979292,3412B9881364257911092BC98EC648F8CFAC584D0DFE5D65DE905BE14D36D99C,4662064205BEC0DB7B10F1412E0A09A6E5E3B16DE443AEF7F79ACA3ACE24A51D,F5F0239F47BAC201511EE4D14D60CB60
5/9/1957 3:41 PM,"HKLM\System\CurrentControlSet\Services","WdNisSvc",enabled,"Services",System-wide,"Microsoft Defender Antivirus Network Inspection Service: Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\programdata\microsoft\windows defender\platform\4.18.25070.5-0\nissrv.exe",4.18.25070.5,"""%ProgramData%\Microsoft\Windows Defender\platform\4.18.25070.5-0\NisSrv.exe""",679AC1AE1A133E3310348125DEED0D51,B55C20E18CCABF78A6E9E7E5CB98E8D776382EF6,89134FC13BE664C3BDE361C09AA33F9A2C3B7731,ECD3C76BE6368385EF4CD9A0B11883F74B28B446C915E6C436DE486610372EF2,A87A435166AC4E153486AF926360FC9707E5DD816DB7B960E73177F530FB1EAB,238290235D021A1A29E089CA1714346F
2/28/1919 9:51 PM,"HKLM\System\CurrentControlSet\Services","WebClient",enabled,"Services",System-wide,"WebClient: Enables Windows-based programs to create, access, and modify Internet-based files. If this service is stopped, these functions will not be available. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\webclnt.dll",10.0.19041.3636,"%SystemRoot%\system32\svchost.exe -k LocalService -p",A940999C2E4CC1340A56DE6DE6675B40,B11FD0754599A336DEBE82A18711A03F2916D274,CBB30119E5F037B7880BA4DF8A72199A8F2BF9CC,EAE552C450D0EED57F9A0BA7624EBD7D8E518D923BF78678E48D7AC7D5F8888F,CCA3642C1DDCEC81AD8725CE3EB23E3100390F8E3D852C7EC4E1B59DD3817839,6A107E75B1D3873FA8C1805512D68BE4
9/2/1931 8:48 PM,"HKLM\System\CurrentControlSet\Services","Wecsvc",enabled,"Services",System-wide,"Windows Event Collector: This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\wecsvc.dll",10.0.19041.3758,"%SystemRoot%\system32\svchost.exe -k NetworkService -p",4E99F6651D550497D216E4D4A3E1CB4F,658B39348F4EFA46847F8A7AAFB77232F202C036,9A2308738D9E1848A4EB92E2709C88ECB4EF55CD,F4EC86E22DC04DF27A384AD64F6192F554BEE2C4B605E55178A3210ADE4EAE2F,92AED5A4FEE3B7E8062D2C076E1A81397F00C03809BA065A51D33722729A9776,508514483773FFA183672EC236B2E35D
